ICD_10_CD,disease_name,age_group,year,week,count
A04.0,Escherichia coli (Vertoxigenic),25-34 years,2003,28,2
A04.0,Escherichia coli (Vertoxigenic),35-54 years,2003,28,1
A04.0,Escherichia coli (Vertoxigenic),5-9 years,2003,28,1
A04.0,Escherichia coli (Vertoxigenic),80+ years,2003,28,1
A04.0,Escherichia coli (Vertoxigenic),10-14 years,2003,29,2
A04.0,Escherichia coli (Vertoxigenic),1-4 years,2003,29,2
A04.0,Escherichia coli (Vertoxigenic),55-64 years,2003,29,1
A04.0,Escherichia coli (Vertoxigenic),15-19 years,2003,30,1
A04.0,Escherichia coli (Vertoxigenic),25-34 years,2003,30,1
A04.0,Escherichia coli (Vertoxigenic),35-54 years,2003,30,2
A04.0,Escherichia coli (Vertoxigenic),80+ years,2003,30,1
A04.0,Escherichia coli (Vertoxigenic),<1 year,2003,31,1
A04.0,Escherichia coli (Vertoxigenic),1-4 years,2003,31,5
A04.0,Escherichia coli (Vertoxigenic),15-19 years,2003,31,1
A04.0,Escherichia coli (Vertoxigenic),35-54 years,2003,31,1
A04.0,Escherichia coli (Vertoxigenic),80+ years,2003,31,1
A04.0,Escherichia coli (Vertoxigenic),10-14 years,2003,32,1
A04.0,Escherichia coli (Vertoxigenic),1-4 years,2003,32,1
A04.0,Escherichia coli (Vertoxigenic),25-34 years,2003,32,1
A04.0,Escherichia coli (Vertoxigenic),35-54 years,2003,32,1
A04.0,Escherichia coli (Vertoxigenic),10-14 years,2003,33,1
A04.0,Escherichia coli (Vertoxigenic),1-4 years,2003,33,2
A04.0,Escherichia coli (Vertoxigenic),20-24 years,2003,33,1
A04.0,Escherichia coli (Vertoxigenic),25-34 years,2003,33,1
A04.0,Escherichia coli (Vertoxigenic),35-54 years,2003,33,1
A04.0,Escherichia coli (Vertoxigenic),55-64 years,2003,33,1
A04.0,Escherichia coli (Vertoxigenic),5-9 years,2003,33,1
A04.0,Escherichia coli (Vertoxigenic),10-14 years,2003,34,2
A04.0,Escherichia coli (Vertoxigenic),1-4 years,2003,34,4
A04.0,Escherichia coli (Vertoxigenic),15-19 years,2003,34,1
A04.0,Escherichia coli (Vertoxigenic),20-24 years,2003,34,1
A04.0,Escherichia coli (Vertoxigenic),55-64 years,2003,34,1
A04.0,Escherichia coli (Vertoxigenic),5-9 years,2003,34,1
A04.0,Escherichia coli (Vertoxigenic),20-24 years,2003,35,1
A04.0,Escherichia coli (Vertoxigenic),<1 year,2003,36,1
A04.0,Escherichia coli (Vertoxigenic),10-14 years,2003,36,1
A04.0,Escherichia coli (Vertoxigenic),1-4 years,2003,36,1
A04.0,Escherichia coli (Vertoxigenic),15-19 years,2003,36,1
A04.0,Escherichia coli (Vertoxigenic),20-24 years,2003,36,1
A04.0,Escherichia coli (Vertoxigenic),35-54 years,2003,36,2
A04.0,Escherichia coli (Vertoxigenic),65-79 years,2003,36,2
A04.0,Escherichia coli (Vertoxigenic),1-4 years,2003,37,1
A04.0,Escherichia coli (Vertoxigenic),15-19 years,2003,37,1
A04.0,Escherichia coli (Vertoxigenic),25-34 years,2003,37,1
A04.0,Escherichia coli (Vertoxigenic),35-54 years,2003,37,3
A04.0,Escherichia coli (Vertoxigenic),65-79 years,2003,37,1
A04.0,Escherichia coli (Vertoxigenic),1-4 years,2003,38,1
A04.0,Escherichia coli (Vertoxigenic),20-24 years,2003,38,1
A04.0,Escherichia coli (Vertoxigenic),35-54 years,2003,38,1
A04.0,Escherichia coli (Vertoxigenic),5-9 years,2003,38,2
A04.0,Escherichia coli (Vertoxigenic),65-79 years,2003,38,1
A04.0,Escherichia coli (Vertoxigenic),1-4 years,2003,39,1
A04.0,Escherichia coli (Vertoxigenic),35-54 years,2003,39,1
A04.0,Escherichia coli (Vertoxigenic),20-24 years,2003,40,1
A04.0,Escherichia coli (Vertoxigenic),25-34 years,2003,40,1
A04.0,Escherichia coli (Vertoxigenic),55-64 years,2003,40,1
A04.0,Escherichia coli (Vertoxigenic),5-9 years,2003,40,1
A04.0,Escherichia coli (Vertoxigenic),20-24 years,2003,41,1
A04.0,Escherichia coli (Vertoxigenic),5-9 years,2003,41,1
A04.0,Escherichia coli (Vertoxigenic),10-14 years,2003,42,1
A04.0,Escherichia coli (Vertoxigenic),1-4 years,2003,42,1
A04.0,Escherichia coli (Vertoxigenic),65-79 years,2003,42,1
A04.0,Escherichia coli (Vertoxigenic),1-4 years,2003,43,1
A04.0,Escherichia coli (Vertoxigenic),35-54 years,2003,44,1
A04.0,Escherichia coli (Vertoxigenic),65-79 years,2003,44,1
A04.0,Escherichia coli (Vertoxigenic),65-79 years,2003,46,1
A04.0,Escherichia coli (Vertoxigenic),1-4 years,2003,48,1
A04.0,Escherichia coli (Vertoxigenic),25-34 years,2003,48,1
A04.0,Escherichia coli (Vertoxigenic),65-79 years,2003,48,1
A04.0,Escherichia coli (Vertoxigenic),10-14 years,2003,49,1
A04.0,Escherichia coli (Vertoxigenic),10-14 years,2003,50,1
A04.0,Escherichia coli (Vertoxigenic),35-54 years,2003,50,1
A04.0,Escherichia coli (Vertoxigenic),55-64 years,2003,51,1
A04.0,Escherichia coli (Vertoxigenic),80+ years,2003,52,1
A04.0,Escherichia coli (Vertoxigenic),10-14 years,2004,2,1
A04.0,Escherichia coli (Vertoxigenic),80+ years,2004,2,1
A04.0,Escherichia coli (Vertoxigenic),5-9 years,2004,3,1
A04.0,Escherichia coli (Vertoxigenic),65-79 years,2004,3,1
A04.0,Escherichia coli (Vertoxigenic),35-54 years,2004,4,1
A04.0,Escherichia coli (Vertoxigenic),55-64 years,2004,4,1
A04.0,Escherichia coli (Vertoxigenic),65-79 years,2004,4,1
A04.0,Escherichia coli (Vertoxigenic),15-19 years,2004,5,1
A04.0,Escherichia coli (Vertoxigenic),35-54 years,2004,7,1
A04.0,Escherichia coli (Vertoxigenic),55-64 years,2004,7,1
A04.0,Escherichia coli (Vertoxigenic),15-19 years,2004,8,1
A04.0,Escherichia coli (Vertoxigenic),35-54 years,2004,9,1
A04.0,Escherichia coli (Vertoxigenic),25-34 years,2004,10,1
A04.0,Escherichia coli (Vertoxigenic),1-4 years,2004,11,1
A04.0,Escherichia coli (Vertoxigenic),1-4 years,2004,12,1
A04.0,Escherichia coli (Vertoxigenic),35-54 years,2004,13,1
A04.0,Escherichia coli (Vertoxigenic),35-54 years,2004,14,1
A04.0,Escherichia coli (Vertoxigenic),35-54 years,2004,15,1
A04.0,Escherichia coli (Vertoxigenic),10-14 years,2004,16,2
A04.0,Escherichia coli (Vertoxigenic),35-54 years,2004,16,1
A04.0,Escherichia coli (Vertoxigenic),65-79 years,2004,16,1
A04.0,Escherichia coli (Vertoxigenic),1-4 years,2004,17,1
A04.0,Escherichia coli (Vertoxigenic),15-19 years,2004,18,1
A04.0,Escherichia coli (Vertoxigenic),20-24 years,2004,20,1
A04.0,Escherichia coli (Vertoxigenic),35-54 years,2004,20,1
A04.0,Escherichia coli (Vertoxigenic),1-4 years,2004,21,1
A04.0,Escherichia coli (Vertoxigenic),10-14 years,2004,22,1
A04.0,Escherichia coli (Vertoxigenic),15-19 years,2004,22,1
A04.0,Escherichia coli (Vertoxigenic),25-34 years,2004,22,1
A04.0,Escherichia coli (Vertoxigenic),65-79 years,2004,22,1
A04.0,Escherichia coli (Vertoxigenic),15-19 years,2004,23,1
A04.0,Escherichia coli (Vertoxigenic),20-24 years,2004,23,2
A04.0,Escherichia coli (Vertoxigenic),25-34 years,2004,23,1
A04.0,Escherichia coli (Vertoxigenic),35-54 years,2004,23,1
A04.0,Escherichia coli (Vertoxigenic),65-79 years,2004,23,1
A04.0,Escherichia coli (Vertoxigenic),<1 year,2004,24,1
A04.0,Escherichia coli (Vertoxigenic),1-4 years,2004,24,2
A04.0,Escherichia coli (Vertoxigenic),15-19 years,2004,24,2
A04.0,Escherichia coli (Vertoxigenic),20-24 years,2004,24,1
A04.0,Escherichia coli (Vertoxigenic),10-14 years,2004,25,1
A04.0,Escherichia coli (Vertoxigenic),1-4 years,2004,25,7
A04.0,Escherichia coli (Vertoxigenic),15-19 years,2004,25,2
A04.0,Escherichia coli (Vertoxigenic),20-24 years,2004,25,2
A04.0,Escherichia coli (Vertoxigenic),35-54 years,2004,25,3
A04.0,Escherichia coli (Vertoxigenic),55-64 years,2004,25,2
A04.0,Escherichia coli (Vertoxigenic),5-9 years,2004,25,2
A04.0,Escherichia coli (Vertoxigenic),1-4 years,2004,26,1
A04.0,Escherichia coli (Vertoxigenic),15-19 years,2004,26,1
A04.0,Escherichia coli (Vertoxigenic),25-34 years,2004,26,2
A04.0,Escherichia coli (Vertoxigenic),55-64 years,2004,26,2
A04.0,Escherichia coli (Vertoxigenic),5-9 years,2004,26,3
A04.0,Escherichia coli (Vertoxigenic),10-14 years,2004,27,1
A04.0,Escherichia coli (Vertoxigenic),1-4 years,2004,27,4
A04.0,Escherichia coli (Vertoxigenic),15-19 years,2004,27,1
A04.0,Escherichia coli (Vertoxigenic),20-24 years,2004,27,2
A04.0,Escherichia coli (Vertoxigenic),25-34 years,2004,27,2
A04.0,Escherichia coli (Vertoxigenic),35-54 years,2004,27,2
A04.0,Escherichia coli (Vertoxigenic),55-64 years,2004,27,1
A04.0,Escherichia coli (Vertoxigenic),5-9 years,2004,27,2
A04.0,Escherichia coli (Vertoxigenic),65-79 years,2004,27,2
A04.0,Escherichia coli (Vertoxigenic),80+ years,2004,27,1
A04.0,Escherichia coli (Vertoxigenic),10-14 years,2004,28,1
A04.0,Escherichia coli (Vertoxigenic),1-4 years,2004,28,1
A04.0,Escherichia coli (Vertoxigenic),15-19 years,2004,28,1
A04.0,Escherichia coli (Vertoxigenic),25-34 years,2004,28,3
A04.0,Escherichia coli (Vertoxigenic),55-64 years,2004,28,1
A04.0,Escherichia coli (Vertoxigenic),5-9 years,2004,28,3
A04.0,Escherichia coli (Vertoxigenic),10-14 years,2004,29,1
A04.0,Escherichia coli (Vertoxigenic),1-4 years,2004,29,1
A04.0,Escherichia coli (Vertoxigenic),15-19 years,2004,29,1
A04.0,Escherichia coli (Vertoxigenic),20-24 years,2004,29,1
A04.0,Escherichia coli (Vertoxigenic),35-54 years,2004,29,2
A04.0,Escherichia coli (Vertoxigenic),55-64 years,2004,29,1
A04.0,Escherichia coli (Vertoxigenic),5-9 years,2004,29,1
A04.0,Escherichia coli (Vertoxigenic),10-14 years,2004,30,1
A04.0,Escherichia coli (Vertoxigenic),1-4 years,2004,30,4
A04.0,Escherichia coli (Vertoxigenic),15-19 years,2004,30,2
A04.0,Escherichia coli (Vertoxigenic),20-24 years,2004,30,1
A04.0,Escherichia coli (Vertoxigenic),25-34 years,2004,30,2
A04.0,Escherichia coli (Vertoxigenic),35-54 years,2004,30,5
A04.0,Escherichia coli (Vertoxigenic),55-64 years,2004,30,3
A04.0,Escherichia coli (Vertoxigenic),5-9 years,2004,30,3
A04.0,Escherichia coli (Vertoxigenic),65-79 years,2004,30,1
A04.0,Escherichia coli (Vertoxigenic),80+ years,2004,30,1
A04.0,Escherichia coli (Vertoxigenic),10-14 years,2004,31,2
A04.0,Escherichia coli (Vertoxigenic),1-4 years,2004,31,2
A04.0,Escherichia coli (Vertoxigenic),15-19 years,2004,31,1
A04.0,Escherichia coli (Vertoxigenic),20-24 years,2004,31,2
A04.0,Escherichia coli (Vertoxigenic),25-34 years,2004,31,1
A04.0,Escherichia coli (Vertoxigenic),35-54 years,2004,31,3
A04.0,Escherichia coli (Vertoxigenic),5-9 years,2004,31,3
A04.0,Escherichia coli (Vertoxigenic),65-79 years,2004,31,1
A04.0,Escherichia coli (Vertoxigenic),1-4 years,2004,32,1
A04.0,Escherichia coli (Vertoxigenic),15-19 years,2004,32,2
A04.0,Escherichia coli (Vertoxigenic),25-34 years,2004,32,3
A04.0,Escherichia coli (Vertoxigenic),35-54 years,2004,32,2
A04.0,Escherichia coli (Vertoxigenic),55-64 years,2004,32,1
A04.0,Escherichia coli (Vertoxigenic),5-9 years,2004,32,1
A04.0,Escherichia coli (Vertoxigenic),10-14 years,2004,33,1
A04.0,Escherichia coli (Vertoxigenic),1-4 years,2004,33,1
A04.0,Escherichia coli (Vertoxigenic),15-19 years,2004,33,1
A04.0,Escherichia coli (Vertoxigenic),20-24 years,2004,33,1
A04.0,Escherichia coli (Vertoxigenic),25-34 years,2004,33,4
A04.0,Escherichia coli (Vertoxigenic),5-9 years,2004,33,2
A04.0,Escherichia coli (Vertoxigenic),65-79 years,2004,33,1
A04.0,Escherichia coli (Vertoxigenic),10-14 years,2004,34,2
A04.0,Escherichia coli (Vertoxigenic),1-4 years,2004,34,1
A04.0,Escherichia coli (Vertoxigenic),25-34 years,2004,34,2
A04.0,Escherichia coli (Vertoxigenic),55-64 years,2004,34,1
A04.0,Escherichia coli (Vertoxigenic),5-9 years,2004,34,1
A04.0,Escherichia coli (Vertoxigenic),10-14 years,2004,35,1
A04.0,Escherichia coli (Vertoxigenic),1-4 years,2004,35,2
A04.0,Escherichia coli (Vertoxigenic),15-19 years,2004,35,2
A04.0,Escherichia coli (Vertoxigenic),20-24 years,2004,35,1
A04.0,Escherichia coli (Vertoxigenic),25-34 years,2004,35,1
A04.0,Escherichia coli (Vertoxigenic),5-9 years,2004,35,1
A04.0,Escherichia coli (Vertoxigenic),15-19 years,2004,36,1
A04.0,Escherichia coli (Vertoxigenic),20-24 years,2004,36,2
A04.0,Escherichia coli (Vertoxigenic),25-34 years,2004,36,1
A04.0,Escherichia coli (Vertoxigenic),35-54 years,2004,36,1
A04.0,Escherichia coli (Vertoxigenic),10-14 years,2004,37,1
A04.0,Escherichia coli (Vertoxigenic),15-19 years,2004,37,8
A04.0,Escherichia coli (Vertoxigenic),20-24 years,2004,37,2
A04.0,Escherichia coli (Vertoxigenic),25-34 years,2004,37,4
A04.0,Escherichia coli (Vertoxigenic),35-54 years,2004,37,3
A04.0,Escherichia coli (Vertoxigenic),55-64 years,2004,37,1
A04.0,Escherichia coli (Vertoxigenic),10-14 years,2004,38,3
A04.0,Escherichia coli (Vertoxigenic),15-19 years,2004,38,7
A04.0,Escherichia coli (Vertoxigenic),20-24 years,2004,38,3
A04.0,Escherichia coli (Vertoxigenic),25-34 years,2004,38,3
A04.0,Escherichia coli (Vertoxigenic),35-54 years,2004,38,6
A04.0,Escherichia coli (Vertoxigenic),55-64 years,2004,38,1
A04.0,Escherichia coli (Vertoxigenic),5-9 years,2004,38,3
A04.0,Escherichia coli (Vertoxigenic),65-79 years,2004,38,1
A04.0,Escherichia coli (Vertoxigenic),80+ years,2004,38,1
A04.0,Escherichia coli (Vertoxigenic),10-14 years,2004,39,1
A04.0,Escherichia coli (Vertoxigenic),1-4 years,2004,39,4
A04.0,Escherichia coli (Vertoxigenic),25-34 years,2004,39,1
A04.0,Escherichia coli (Vertoxigenic),35-54 years,2004,39,6
A04.0,Escherichia coli (Vertoxigenic),5-9 years,2004,39,1
A04.0,Escherichia coli (Vertoxigenic),65-79 years,2004,39,4
A04.0,Escherichia coli (Vertoxigenic),15-19 years,2004,40,1
A04.0,Escherichia coli (Vertoxigenic),25-34 years,2004,40,1
A04.0,Escherichia coli (Vertoxigenic),35-54 years,2004,40,1
A04.0,Escherichia coli (Vertoxigenic),65-79 years,2004,41,1
A04.0,Escherichia coli (Vertoxigenic),80+ years,2004,41,1
A04.0,Escherichia coli (Vertoxigenic),10-14 years,2004,42,1
A04.0,Escherichia coli (Vertoxigenic),1-4 years,2004,42,1
A04.0,Escherichia coli (Vertoxigenic),20-24 years,2004,42,3
A04.0,Escherichia coli (Vertoxigenic),1-4 years,2004,43,1
A04.0,Escherichia coli (Vertoxigenic),15-19 years,2004,43,1
A04.0,Escherichia coli (Vertoxigenic),25-34 years,2004,43,1
A04.0,Escherichia coli (Vertoxigenic),55-64 years,2004,43,1
A04.0,Escherichia coli (Vertoxigenic),5-9 years,2004,43,1
A04.0,Escherichia coli (Vertoxigenic),1-4 years,2004,44,2
A04.0,Escherichia coli (Vertoxigenic),55-64 years,2004,44,1
A04.0,Escherichia coli (Vertoxigenic),10-14 years,2004,45,2
A04.0,Escherichia coli (Vertoxigenic),1-4 years,2004,45,1
A04.0,Escherichia coli (Vertoxigenic),15-19 years,2004,45,1
A04.0,Escherichia coli (Vertoxigenic),10-14 years,2004,48,1
A04.0,Escherichia coli (Vertoxigenic),20-24 years,2004,48,2
A04.0,Escherichia coli (Vertoxigenic),25-34 years,2004,48,1
A04.0,Escherichia coli (Vertoxigenic),10-14 years,2004,49,1
A04.0,Escherichia coli (Vertoxigenic),15-19 years,2004,49,1
A04.0,Escherichia coli (Vertoxigenic),20-24 years,2004,49,2
A04.0,Escherichia coli (Vertoxigenic),65-79 years,2004,49,1
A04.0,Escherichia coli (Vertoxigenic),10-14 years,2004,50,1
A04.0,Escherichia coli (Vertoxigenic),65-79 years,2004,50,1
A04.0,Escherichia coli (Vertoxigenic),20-24 years,2004,51,2
A04.0,Escherichia coli (Vertoxigenic),1-4 years,2005,1,1
A04.0,Escherichia coli (Vertoxigenic),15-19 years,2005,1,1
A04.0,Escherichia coli (Vertoxigenic),20-24 years,2005,1,1
A04.0,Escherichia coli (Vertoxigenic),1-4 years,2005,2,2
A04.0,Escherichia coli (Vertoxigenic),15-19 years,2005,4,1
A04.0,Escherichia coli (Vertoxigenic),35-54 years,2005,5,1
A04.0,Escherichia coli (Vertoxigenic),1-4 years,2005,8,1
A04.0,Escherichia coli (Vertoxigenic),65-79 years,2005,9,1
A04.0,Escherichia coli (Vertoxigenic),35-54 years,2005,11,1
A04.0,Escherichia coli (Vertoxigenic),5-9 years,2005,11,1
A04.0,Escherichia coli (Vertoxigenic),1-4 years,2005,13,1
A04.0,Escherichia coli (Vertoxigenic),5-9 years,2005,13,1
A04.0,Escherichia coli (Vertoxigenic),35-54 years,2005,14,1
A04.0,Escherichia coli (Vertoxigenic),<1 year,2005,15,1
A04.0,Escherichia coli (Vertoxigenic),1-4 years,2005,15,1
A04.0,Escherichia coli (Vertoxigenic),10-14 years,2005,16,1
A04.0,Escherichia coli (Vertoxigenic),55-64 years,2005,16,1
A04.0,Escherichia coli (Vertoxigenic),15-19 years,2005,17,1
A04.0,Escherichia coli (Vertoxigenic),20-24 years,2005,17,1
A04.0,Escherichia coli (Vertoxigenic),25-34 years,2005,17,1
A04.0,Escherichia coli (Vertoxigenic),10-14 years,2005,18,1
A04.0,Escherichia coli (Vertoxigenic),15-19 years,2005,18,6
A04.0,Escherichia coli (Vertoxigenic),20-24 years,2005,18,1
A04.0,Escherichia coli (Vertoxigenic),25-34 years,2005,18,2
A04.0,Escherichia coli (Vertoxigenic),55-64 years,2005,18,1
A04.0,Escherichia coli (Vertoxigenic),5-9 years,2005,18,2
A04.0,Escherichia coli (Vertoxigenic),10-14 years,2005,19,1
A04.0,Escherichia coli (Vertoxigenic),15-19 years,2005,19,1
A04.0,Escherichia coli (Vertoxigenic),20-24 years,2005,19,2
A04.0,Escherichia coli (Vertoxigenic),35-54 years,2005,19,1
A04.0,Escherichia coli (Vertoxigenic),5-9 years,2005,19,1
A04.0,Escherichia coli (Vertoxigenic),1-4 years,2005,20,2
A04.0,Escherichia coli (Vertoxigenic),15-19 years,2005,20,1
A04.0,Escherichia coli (Vertoxigenic),20-24 years,2005,20,1
A04.0,Escherichia coli (Vertoxigenic),25-34 years,2005,20,2
A04.0,Escherichia coli (Vertoxigenic),35-54 years,2005,21,1
A04.0,Escherichia coli (Vertoxigenic),55-64 years,2005,21,1
A04.0,Escherichia coli (Vertoxigenic),10-14 years,2005,22,1
A04.0,Escherichia coli (Vertoxigenic),1-4 years,2005,22,2
A04.0,Escherichia coli (Vertoxigenic),15-19 years,2005,22,2
A04.0,Escherichia coli (Vertoxigenic),25-34 years,2005,22,2
A04.0,Escherichia coli (Vertoxigenic),55-64 years,2005,22,1
A04.0,Escherichia coli (Vertoxigenic),10-14 years,2005,23,1
A04.0,Escherichia coli (Vertoxigenic),1-4 years,2005,23,1
A04.0,Escherichia coli (Vertoxigenic),25-34 years,2005,23,1
A04.0,Escherichia coli (Vertoxigenic),5-9 years,2005,23,1
A04.0,Escherichia coli (Vertoxigenic),10-14 years,2005,24,1
A04.0,Escherichia coli (Vertoxigenic),15-19 years,2005,24,1
A04.0,Escherichia coli (Vertoxigenic),80+ years,2005,24,1
A04.0,Escherichia coli (Vertoxigenic),10-14 years,2005,25,1
A04.0,Escherichia coli (Vertoxigenic),20-24 years,2005,25,1
A04.0,Escherichia coli (Vertoxigenic),35-54 years,2005,25,1
A04.0,Escherichia coli (Vertoxigenic),5-9 years,2005,25,1
A04.0,Escherichia coli (Vertoxigenic),15-19 years,2005,26,1
A04.0,Escherichia coli (Vertoxigenic),20-24 years,2005,26,2
A04.0,Escherichia coli (Vertoxigenic),25-34 years,2005,26,1
A04.0,Escherichia coli (Vertoxigenic),80+ years,2005,26,1
A04.0,Escherichia coli (Vertoxigenic),10-14 years,2005,27,1
A04.0,Escherichia coli (Vertoxigenic),55-64 years,2005,27,2
A04.0,Escherichia coli (Vertoxigenic),1-4 years,2005,28,2
A04.0,Escherichia coli (Vertoxigenic),35-54 years,2005,28,2
A04.0,Escherichia coli (Vertoxigenic),55-64 years,2005,28,1
A04.0,Escherichia coli (Vertoxigenic),65-79 years,2005,28,1
A04.0,Escherichia coli (Vertoxigenic),10-14 years,2005,29,2
A04.0,Escherichia coli (Vertoxigenic),15-19 years,2005,29,1
A04.0,Escherichia coli (Vertoxigenic),25-34 years,2005,29,1
A04.0,Escherichia coli (Vertoxigenic),35-54 years,2005,29,1
A04.0,Escherichia coli (Vertoxigenic),55-64 years,2005,29,1
A04.0,Escherichia coli (Vertoxigenic),5-9 years,2005,29,3
A04.0,Escherichia coli (Vertoxigenic),65-79 years,2005,29,1
A04.0,Escherichia coli (Vertoxigenic),10-14 years,2005,30,1
A04.0,Escherichia coli (Vertoxigenic),1-4 years,2005,30,2
A04.0,Escherichia coli (Vertoxigenic),25-34 years,2005,30,2
A04.0,Escherichia coli (Vertoxigenic),55-64 years,2005,30,1
A04.0,Escherichia coli (Vertoxigenic),1-4 years,2005,31,3
A04.0,Escherichia coli (Vertoxigenic),20-24 years,2005,31,2
A04.0,Escherichia coli (Vertoxigenic),35-54 years,2005,31,2
A04.0,Escherichia coli (Vertoxigenic),55-64 years,2005,31,1
A04.0,Escherichia coli (Vertoxigenic),10-14 years,2005,32,2
A04.0,Escherichia coli (Vertoxigenic),15-19 years,2005,32,2
A04.0,Escherichia coli (Vertoxigenic),25-34 years,2005,32,1
A04.0,Escherichia coli (Vertoxigenic),5-9 years,2005,32,1
A04.0,Escherichia coli (Vertoxigenic),10-14 years,2005,33,1
A04.0,Escherichia coli (Vertoxigenic),25-34 years,2005,33,1
A04.0,Escherichia coli (Vertoxigenic),35-54 years,2005,33,2
A04.0,Escherichia coli (Vertoxigenic),5-9 years,2005,33,1
A04.0,Escherichia coli (Vertoxigenic),65-79 years,2005,33,1
A04.0,Escherichia coli (Vertoxigenic),<1 year,2005,34,1
A04.0,Escherichia coli (Vertoxigenic),1-4 years,2005,34,2
A04.0,Escherichia coli (Vertoxigenic),20-24 years,2005,34,3
A04.0,Escherichia coli (Vertoxigenic),65-79 years,2005,34,2
A04.0,Escherichia coli (Vertoxigenic),<1 year,2005,35,1
A04.0,Escherichia coli (Vertoxigenic),10-14 years,2005,35,1
A04.0,Escherichia coli (Vertoxigenic),25-34 years,2005,35,1
A04.0,Escherichia coli (Vertoxigenic),55-64 years,2005,35,1
A04.0,Escherichia coli (Vertoxigenic),65-79 years,2005,35,1
A04.0,Escherichia coli (Vertoxigenic),1-4 years,2005,36,1
A04.0,Escherichia coli (Vertoxigenic),25-34 years,2005,36,1
A04.0,Escherichia coli (Vertoxigenic),35-54 years,2005,36,1
A04.0,Escherichia coli (Vertoxigenic),10-14 years,2005,37,1
A04.0,Escherichia coli (Vertoxigenic),1-4 years,2005,37,2
A04.0,Escherichia coli (Vertoxigenic),15-19 years,2005,37,1
A04.0,Escherichia coli (Vertoxigenic),35-54 years,2005,37,1
A04.0,Escherichia coli (Vertoxigenic),55-64 years,2005,37,1
