disease,nesting_disease,historical_disease_family,historical_disease,historical_disease_subclass,icd_7,icd_7_subclass,icd_9,icd_9_subclass,cleaned_category,infection_type,infectious_agent,body_system_primarily_affected,organ_primarily_affected,additional_info,missing_info,pattern_family,pattern,pattern_subclass,exact_family,exact,exact_subclass,link_family,link,link_subclass,notes,original_dataset_id,scan_id,digitization_id
typhoid-paratyphoid-fever,,,Typhoid and Paratyphoid fever,,"040, 041",,,,intestinal-infectious-disease,bacterial,unspecified,GI,,,,,typhoid,,,typhoid.and.para,,,https://en.wikipedia.org/wiki/Paratyphoid_fever,,,,,
typhoid-paratyphoid-fever,,,Typhoid and Paratyphoid,,,,,,intestinal-infectious-disease,bacterial,unspecified,GI,,,,,typhoid,,,typhoid.and.para,,,https://en.wikipedia.org/wiki/Paratyphoid_fever,,,,,
typhoid-paratyphoid-fever,,,Typhoid and Para-typhoid,,,,,,intestinal-infectious-disease,bacterial,unspecified,GI,,,,,typhoid,,,typhoid.and.para,,,https://en.wikipedia.org/wiki/Paratyphoid_fever,,,,,
typhus,,,TYPHUS,,,,81.9,,,,,,,,,,,,,,,,,,,,,
typhus,,typhus,,,,,,,,,,,,,,,,,,,,,,,,,,
vancomycin-res-enterococci,,,VANCOMYCIN R. ENTEROCOCCI,,,,B96.8,,,,,,,,,,,,,,,,,,,,,
vancomycin-res-staph-aureus,,,VRSA,,,,B95.7,,,,,,,,,,,,,,,,,,,,,
venereal-diseases,,,Venereal diseases,,,,,,STI,unspecified,unspecified,unspecified,,sum,,,,,,,,,https://en.wikipedia.org/wiki/Sexually_transmitted_infection,,,,,
verotoxigenic-Escherichia-coli,e-coli,,E. COLI-VEROTOXIGENIC,,,,8,,,,,,,,,,,,,,,,,,,,,
verotoxigenic-Escherichia-coli,e-coli,Enterics,E. COLI-VEROTOXIGENIC,,,,,,,,,,,,,,,,,,,,,,,,,
verotoxigenic-Escherichia-coli,e-coli,,Escherichia coli (Vertoxigenic),,,,,,,bacterial,verotoxigenic-E-coli,GI,,,,,esch.*coli,,,,,,https://en.wikipedia.org/wiki/Shigatoxigenic_and_verotoxigenic_Escherichia_coli,,,,,
verotoxigenic-Escherichia-coli,e-coli,,Verotoxigenic E. coli,,,,008.01*,,,bacterial,verotoxigenic-E-coli,GI,,,,,esch.*coli,,,,,,https://en.wikipedia.org/wiki/Shigatoxigenic_and_verotoxigenic_Escherichia_coli,,,,,
verotoxigenic-Escherichia-coli,e-coli,,Verotoxigenic E. coli,,,,008.01,,,bacterial,verotoxigenic-E-coli,GI,,,,,esch.*coli,,,,,,https://en.wikipedia.org/wiki/Shigatoxigenic_and_verotoxigenic_Escherichia_coli,,,,,
verotoxigenic-Escherichia-coli,e-coli,,verotoxin producing e. coli including hus,,,,,,,bacterial,verotoxigenic-E-coli,GI,,,,,,,,,,,https://en.wikipedia.org/wiki/Shigatoxigenic_and_verotoxigenic_Escherichia_coli,,Including Haemolytic Uraemic Syndrome (HUS),,,
vibrio-cholerae-infection,cholera,,"Vibrio Cholerae Infection (Non O1,Non O139)",,,,,,,,,,,"non-o1, non-o139",,,,,,,,,,,,,,
vibrio-parahaemolyticus,food-poisoning,,VIBRIO PARAHAEMOLYTICUS,,,,5.4,,,,,,,,,,,,,,,,,,,,,
vibrio-parahaemolyticus,food-poisoning,,Vibrio Parahaemolyticus,,,,,,,,,,,,,,,,,,,,,,,,,
viral-hemorrhagic-fever,,viral-hemorrhagic-fever,,,,,,,,,,,,,,,,,,,,,,,,,,
viral-hemorrhagic-fever_ex-lassa-fever,viral-hemorrhagic-fever,,Viral Haemorrhagic Fever (excluding Lassa Fever 078.8),,,,"065, 078",,,viral,unspecified,unspecified,,,,,,,,,,,,,,,,
west-nile-virus,,,WEST NILE VIRUS,,,,66.3,,,,,,,,,,,,,,,,,,,,,
west-nile-virus,,,west nile virus illness,,,,,,,,,,,,,,,,,,,,,,,,,
west-nile-virus-asymptomatic,west-nile-virus,,WNV ASYMPTOMATIC INFECTION,,,,196,,,,,,,,,,,,,,,,,,,,,
west-nile-virus-asymptomatic,west-nile-virus,,"West Nile Virus, Asymptomatic Infection",,,,,,,,,,,,,,,,,,,,,,,,,
west-nile-virus-neurological,west-nile-virus,,WNV NEUROLOGICAL SYNDROME,,,,198,,,,,,,,,,,,,,,,,,,,,
west-nile-virus-neurological,west-nile-virus,,WNV NEUROLOGICAL SYNDROME,,,,66.41,,,,,,,,,,,,,,,,,,,,,
west-nile-virus-neurological,west-nile-virus,,WNV NEUROLOGICAL SYNDROMES,,,,66.41,,,,,,,,,,,,,,,,,,,,,
west-nile-virus-neurological,west-nile-virus,EMD and Zoonotics,WNV NEUROLOGICAL SYNDROME,,,,,,,,,,,,,,,,,,,,,,,,,
west-nile-virus-neurological,west-nile-virus,,"West Nile Virus, Neurological Syndrome",,,,,,,,,,,,,,,,,,,,,,,,,
west-nile-virus-non-neurological,west-nile-virus,,WNV NON-NEUROLOGICAL SYND,,,,197,,,,,,,,,,,,,,,,,,,,,
west-nile-virus-non-neurological,west-nile-virus,,"West Nile Virus, Non-Neurological Syndrome",,,,,,,,,,,,,,,,,,,,,,,,,
west-nile-virus_unspecified,west-nile-virus,,WNV UNCLASSIFIED,,,,66.3,,,,,,,,,,,,,,,,,,,,,
whooping-cough,,Other bacterial diseases,Whopping cough,,033,,,,,,,,,,,,,,,,,,,,,,,
whooping-cough,,,PERTUSSIS,,,,33,,,,,,,,,,,,,,,,,,,,,
whooping-cough,,VPD,PERTUSSIS,,,,,,,,,,,,,,,,,,,,,,,,,
whooping-cough,,,Pertussis,,,,,,,bacterial,Bordatella-pertussis,respiratory,,,,,,,,,,,https://en.wikipedia.org/wiki/Whooping_cough,,,,,
whooping-cough,,,Whooping cough,,,,,,,bacterial,Bordatella-pertussis,respiratory,,,,,pertussis,,,whoop.*la.pertussis$,,,https://en.wikipedia.org/wiki/Whooping_cough,,,,,
whooping-cough,,,Pertussis (Whooping cough),,056,,,,,bacterial,Bordatella-pertussis,respiratory,,,,,pertussis,,,whoop.*la.pertussis$,,,https://en.wikipedia.org/wiki/Whooping_cough,,,,,
whooping-cough,,Other bacterial diseases,Whooping cough,,033,,,,,bacterial,Bordatella-pertussis,respiratory,,,,,pertussis,,,whoop.*la.pertussis$,,,https://en.wikipedia.org/wiki/Whooping_cough,,,,,
whooping-cough,,Virus diseases of centeral nervous system,Whooping cough,,033,,,,,,,,,,,,,,,,,,,,,,,
whooping-cough,,,Whooping cough,,033,,,,,bacterial,Bordatella-pertussis,respiratory,,,,,pertussis,,,whoop.*la.pertussis$,,,https://en.wikipedia.org/wiki/Whooping_cough,,,,,
whooping-cough,,,Pertussis,,,,033,,,bacterial,Bordatella-pertussis,respiratory,,,,,pertussis,,,whoop.*la.pertussis$,,,https://en.wikipedia.org/wiki/Whooping_cough,,,,,
whooping-cough,,,Whooping Cough,,,,,,,bacterial,Bordatella-pertussis,respiratory,,,,,pertussis,,,whoop.*la.pertussis$,,,https://en.wikipedia.org/wiki/Whooping_cough,,,,,
whooping-cough,,,whooping cough,,,,,,,bacterial,Bordatella-pertussis,respiratory,,,,,pertussis,,,whoop.*la.pertussis$,,,https://en.wikipedia.org/wiki/Whooping_cough,,,,,
whooping-cough,,,pertussis (whooping cough),,,,,,,bacterial,Bordatella-pertussis,respiratory,,,,,,,,,,,https://en.wikipedia.org/wiki/Whooping_cough,,,,,
yellow-fever,,,Yellow Fever,,,,060,,,viral,yellow-fever,unspecified,,,,,yellow.fever,,,yellow.fever,,,https://en.wikipedia.org/wiki/Yellow_fever,,,,,
yellow-fever,,,yellow fever,,,,,,,viral,yellow-fever,unspecified,,,,,yellow.fever,,,yellow.fever,,,https://en.wikipedia.org/wiki/Yellow_fever,,,,,
yellow-fever,,,Yellow Fever,,,,,,,viral,yellow-fever,unspecified,,,,,yellow.fever,,,yellow.fever,,,https://en.wikipedia.org/wiki/Yellow_fever,,,,,
yersiniosis,,,YERSINIA ENTEROCOLITICA,,,,8.44,,,,,,,,,,,,,,,,,,,,,
yersiniosis,,Enterics,YERSINIA ENTEROCOLITICA,,,,,,,,,,,,,,,,,,,,,,,,,
yersiniosis,,,Yersiniosis,,,,,,,,,,,,,,,,,,,,,,,,,
yersiniosis,,,yersiniosis,,,,,,,,,,,,,,,,,,,,,,,,,
zika,,,Zika Virus,,,,,,,,,,,,,,,,,,,,,,,,,
